No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
243,MCK,McKesson Corporation,Services,Drugs Wholesale,USA,26139.64,,140.74,3.59%,1574231
244,DFS,Discover Financial Services,Financial,Credit Services,USA,26021.42,9.89,80.38,1.91%,823996
245,TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services,USA,25997.54,33.76,496.8,1.69%,155156
246,SLMBP,SLM Corporation,Financial,Credit Services,USA,25725.78,51.8,59.05,0.25%,18479
247,WCN,"Waste Connections, Inc.",Industrial Goods,Waste Management,USA,25708.55,47.15,97.74,1.11%,376031
248,TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,25666.65,14.28,109.71,1.02%,487342
249,VRSN,"VeriSign, Inc.",Technology,Internet Information Providers,USA,25639.13,30.42,217.06,1.52%,382812
250,GPN,Global Payments Inc.,Services,Business Services,USA,25555.2,57.55,162.99,0.59%,606339
251,BHGE,"Baker Hughes, a GE company",Basic Materials,Oil & Gas Equipment & Services,USA,25481.33,247.58,24.51,-0.04%,1584480
252,MPLX,MPLX LP,Basic Materials,Oil & Gas Pipelines,USA,25331.09,14.06,32.25,0.81%,758125
253,DLR,"Digital Realty Trust, Inc.",Financial,REIT - Office,USA,25149.47,96.67,120.94,1.52%,431838
254,SYF,Synchrony Financial,Financial,Credit Services,USA,25094.84,7.94,35.53,0.97%,2642347
255,ZM,"Zoom Video Communications, Inc.",Technology,Application Software,USA,25053.74,7537.5,90.45,6.25%,2706066
256,CTAS,Cintas Corporation,Services,Business Services,USA,24877.59,31.73,239.53,0.64%,283579
257,ES,Eversource Energy,Utilities,Diversified Utilities,USA,24828.78,22.78,77.12,0.60%,703687
258,FLT,"FleetCor Technologies, Inc.",Services,Business Services,USA,24815.82,31.65,289.6,1.25%,254292
259,PXD,Pioneer Natural Resources Company,Basic Materials,Independent Oil & Gas,USA,24597.95,21.68,145.55,0.73%,1001774
260,VEEV,Veeva Systems Inc.,Technology,Healthcare Information Services,USA,24595.23,96.11,168.68,1.25%,764736
261,VRSK,"Verisk Analytics, Inc.",Services,Business Services,USA,24349.78,42.04,150.67,1.40%,444640
262,A,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,24345.6,21.79,76.8,1.57%,1153149
263,PCAR,PACCAR Inc,Consumer Goods,Trucks & Other Vehicles,USA,24332.6,10.79,71.2,-0.21%,796510
264,UAL,"United Continental Holdings, Inc.",Services,Major Airlines,USA,24208.89,10.92,90.67,2.03%,1647124
265,BLL,Ball Corporation,Consumer Goods,Packaging & Containers,USA,24148.77,50.28,72.25,0.96%,1320528
266,RCL,Royal Caribbean Cruises Ltd.,Services,Resorts & Casinos,USA,24027.05,13.32,116.54,-2.10%,1634593
267,DTE,DTE Energy Company,Utilities,Electric Utilities,USA,23956.7,20.6,131.09,0.96%,457094
268,CERN,Cerner Corporation,Technology,Healthcare Information Services,USA,23754.2,38.78,74.53,-0.56%,1526801
269,IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostic Substances,USA,23698.37,62.63,278.87,0.67%,280665
270,ADM,Archer-Daniels-Midland Company,Consumer Goods,Farm Products,USA,23656.55,14.41,41.87,0.92%,1417104
271,ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Appliances & Equipment,USA,23611.18,,117.65,0.79%,766101
272,MTB,M&T Bank Corporation,Financial,Regional - Northeast Banks,USA,23251.89,12.3,171.55,0.86%,285101
273,TSS,"Total System Services, Inc.",Financial,Credit Services,USA,23189.43,40.16,131.11,0.64%,503382
274,FE,FirstEnergy Corp.,Utilities,Electric Utilities,USA,23124.69,22.47,43.82,0.90%,1866773
275,TAL,TAL Education Group,Services,Education & Training Services,USA,22775.83,62.91,38.5,-2.68%,2000481
276,PPL,PPL Corporation,Utilities,Electric Utilities,USA,22569.16,12.11,31.09,0.97%,2319419
277,O,Realty Income Corporation,Financial,REIT - Retail,USA,22390.04,53.21,70.66,2.26%,907606
278,HRS,Harris Corporation,Technology,Communication Equipment,USA,22379.75,26.01,189.13,-0.17%,4782023
279,LSXMA,The Liberty SiriusXM Group,Services,Broadcasting - Radio,USA,22283.54,22.84,38.81,0.88%,139750
280,HRL,Hormel Foods Corporation,Consumer Goods,Meat Products,USA,22150.21,23,41.77,1.38%,1222481
281,FOXA,Fox Corporation,Services,Entertainment - Diversified,USA,22092.44,22.47,36.35,-0.66%,3160332
282,EIX,Edison International,Utilities,Electric Utilities,USA,22066.94,,67.69,0.79%,1493994
283,SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,USA,22057.41,28.4,147.02,0.28%,456671
284,PH,Parker-Hannifin Corporation,Industrial Goods,Industrial Equipment & Components,USA,21701.12,15.02,168.61,0.63%,540914
285,ALGN,"Align Technology, Inc.",Healthcare,Medical Appliances & Equipment,USA,21700.25,59.29,275,1.51%,588040
286,BATRA,The Liberty Braves Group,Services,Broadcasting - TV,USA,21623.4,,27.69,1.17%,6770
287,CTVA,"Corteva, Inc.",Basic Materials,Agricultural Chemicals,USA,21566.02,,28.8,-0.66%,2234906
288,MKC,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,USA,21543.55,33.07,162.36,2.76%,894102
289,FWONA,Formula One Group,Services,Broadcasting - TV,USA,21503.45,,35.52,-0.22%,66067
290,MTD,Mettler-Toledo International Inc.,Healthcare,Medical Instruments & Supplies,USA,21470.99,41.73,872.45,2.24%,79282
291,MCHP,Microchip Technology Incorporated,Technology,Semiconductor - Broad Line,USA,21466.7,60.9,89.77,0.03%,933720
292,AWK,"American Water Works Company, Inc.",Utilities,Water Utilities,USA,21435.83,36.43,118.43,0.98%,583549
293,STT,State Street Corporation,Financial,Asset Management,USA,21340.86,9.59,56.47,1.16%,3115936
294,CNC,Centene Corporation,Healthcare,Health Care Plans,USA,21226.55,19.64,51.35,-0.37%,2526930
295,AME,"AMETEK, Inc.",Industrial Goods,Diversified Machinery,USA,20850.8,26.98,91.91,0.76%,452105
296,CDNS,"Cadence Design Systems, Inc.",Technology,Application Software,USA,20833.84,53.82,74.81,1.07%,1854929
297,CQP,"Cheniere Energy Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,20603.64,16.44,42.67,0.28%,68962
298,BXP,"Boston Properties, Inc.",Financial,REIT - Office,USA,20558,41.63,133.04,1.39%,345858
299,HIG,"The Hartford Financial Services Group, Inc.",Financial,Property & Casualty Insurance,USA,20544.45,12.7,57.16,1.56%,1059850
300,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,20517.42,11.29,147.82,1.23%,633689
301,HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,USA,20502.97,15.18,15.29,1.39%,6049042
302,CSGP,"CoStar Group, Inc.",Financial,Property Management,USA,20492.02,76.11,565.5,0.92%,216742
303,ANET,"Arista Networks, Inc.",Technology,Diversified Computer Systems,USA,20471,57.83,268.86,1.34%,830666
304,MTCH,"Match Group, Inc.",Technology,Internet Information Providers,USA,20398.92,41.74,71.54,2.64%,1183046
305,MSCI,MSCI Inc.,Technology,Processing Systems & Products,USA,20387.22,38.23,245.57,0.40%,170233
306,NTRS,Northern Trust Corporation,Financial,Asset Management,USA,20250.21,14.39,92.79,1.00%,767396
307,SNPS,"Synopsys, Inc.",Technology,Semiconductor Equipment & Materials,USA,20194.65,34.49,134.89,1.07%,991384
308,FITB,Fifth Third Bancorp,Financial,Regional - Midwest Banks,USA,20185.07,8.78,28.1,1.41%,2299998
309,SNAP,Snap Inc.,Technology,Internet Software & Services,USA,20166.59,,14.76,4.68%,15065242
310,PANW,"Palo Alto Networks, Inc.",Technology,Networking & Communication Devices,USA,20165.76,,208.95,2.05%,960474
311,CLX,The Clorox Company,Consumer Goods,Housewares & Accessories,USA,20153.01,25.71,156.95,1.81%,732944
312,WY,Weyerhaeuser Company,Industrial Goods,"Lumber, Wood Production",USA,20046.29,110.95,26.85,1.24%,1897829
313,ULTA,"Ulta Beauty, Inc.",Services,"Specialty Retail, Other",USA,20038.39,30.01,345.43,1.20%,330025
314,CMG,"Chipotle Mexican Grill, Inc.",Services,Restaurants,USA,20014.23,103.29,730.98,1.09%,227764
315,HAL,Halliburton Company,Basic Materials,Oil & Gas Equipment & Services,USA,19952.8,11.66,22.84,0.84%,6255341
316,ETR,Entergy Corporation,Utilities,Electric Utilities,USA,19818.17,20.04,104.54,0.82%,1454500
317,CXO,Concho Resources Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,19675.82,34.68,98.8,-0.17%,883287
318,EXPE,"Expedia Group, Inc.",Services,Lodging,USA,19634.48,47.33,134.88,0.65%,733550
319,ESS,"Essex Property Trust, Inc.",Financial,REIT - Residential,USA,19585.07,47.62,301.68,1.04%,101858
320,LLL,"L3 Technologies, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,19559.66,23.52,245.17,-0.41%,3744933
321,K,Kellogg Company,Consumer Goods,Processed & Packaged Goods,USA,19381.14,16.91,56.67,6.30%,5657846
322,ROK,"Rockwell Automation, Inc.",Industrial Goods,Diversified Machinery,USA,19216.35,19.48,164.06,0.74%,423852
323,SPLK,Splunk Inc.,Technology,Application Software,USA,19184.43,,129.31,0.68%,932277
324,KLAC,KLA-Tencor Corporation,Technology,Semiconductor Equipment & Materials,USA,19167.47,14.55,119.06,-0.48%,1195680
325,HES,Hess Corporation,Basic Materials,Independent Oil & Gas,USA,19155.45,,62.42,-0.35%,1880403
326,IAC,IAC/InterActiveCorp,Technology,Internet Information Providers,USA,19153.61,32.56,227.1,1.12%,242696
327,CBS,CBS Corporation,Services,Entertainment - Diversified,USA,19006.62,6.57,51.84,1.69%,1750309
328,LBRDA,Liberty Broadband Corporation,Services,CATV Systems,USA,18930.62,270.47,104.67,0.77%,32020
329,OMC,Omnicom Group Inc.,Services,Advertising Agencies,USA,18920.66,14.14,84.77,1.23%,1057866
330,BBY,"Best Buy Co., Inc.",Services,Electronics Stores,USA,18871.97,12.87,71.97,0.46%,1338770
331,AEE,Ameren Corporation,Utilities,Electric Utilities,USA,18739.75,22.03,76.52,0.82%,512719
332,TWLO,Twilio Inc.,Technology,Application Software,USA,18659.71,,139.21,1.24%,2256752
333,INCY,Incyte Corporation,Healthcare,Biotechnology,USA,18500.57,73.95,86.52,1.78%,767742
334,CHD,"Church & Dwight Co., Inc.",Consumer Goods,Cleaning Products,USA,18496.61,32.15,75.04,1.60%,1465322
335,ABC,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,18489.37,21.89,87.59,2.49%,1066475
336,VMC,Vulcan Materials Company,Industrial Goods,General Building Materials,USA,18479.42,35.37,139.95,2.11%,512561
337,DISH,DISH Network Corporation,Services,CATV Systems,USA,18463.1,13.46,39.6,1.10%,1810690
338,FAST,Fastenal Company,Services,Industrial Equipment Wholesale,USA,18458.3,24.35,32.26,0.44%,1678314
339,KEY,KeyCorp,Financial,Regional - Midwest Banks,USA,17909.5,10.43,17.79,0.68%,4519647
340,BEN,"Franklin Resources, Inc.",Financial,Asset Management,USA,17850.25,12.7,35.25,1.09%,1098903
341,CBRE,"CBRE Group, Inc.",Financial,Property Management,USA,17792.26,16.65,52.95,1.34%,693241
342,LNG,"Cheniere Energy, Inc.",Basic Materials,Oil & Gas Pipelines,USA,17722.47,69.71,69.08,-0.58%,1090027
343,IP,International Paper Company,Consumer Goods,Packaging & Containers,USA,17666.06,10.54,44.11,0.78%,1661180
344,PAA,"Plains All American Pipeline, L.P.",Basic Materials,Oil & Gas Pipelines,USA,17600.81,7.09,24.6,1.15%,921891
345,WORK,"Slack Technologies, Inc.",Technology,Application Software,USA,17557.2,,36,-1.50%,3170712
346,RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,USA,17555.03,39.2,123.88,0.41%,378687
347,ANSS,"ANSYS, Inc.",Technology,Application Software,USA,17534.32,42.76,209.33,1.33%,221967
348,LYFT,"Lyft, Inc.",Technology,Application Software,USA,17492.8,,60.6,0.41%,1246873
349,CINF,Cincinnati Financial Corporation,Financial,Property & Casualty Insurance,USA,17424.21,17.53,107.61,2.09%,590864
350,LH,Laboratory Corporation of America Holdings,Healthcare,Medical Laboratories & Research,USA,17375.29,19.38,176.22,0.02%,476134
351,FANG,"Diamondback Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,17342.43,16.55,105.2,0.99%,584757
352,KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,USA,17175.68,71.77,91.36,0.56%,756465
353,KR,The Kroger Co.,Services,Grocery Stores,USA,17127.72,6.54,21.55,0.51%,5279591
354,NUE,Nucor Corporation,Basic Materials,Steel & Iron,USA,16951.08,6.92,55.29,0.27%,910648
355,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,16863.3,24.17,91.4,1.18%,561740
356,CPRT,"Copart, Inc.",Services,Auto Dealerships,USA,16859.25,33.08,74.97,0.23%,517433
357,L,Loews Corporation,Financial,Property & Casualty Insurance,USA,16840.7,23.99,56.16,1.67%,577962
358,NDAQ,"Nasdaq, Inc.",Financial,Diversified Investments,USA,16805.29,20.76,101.42,1.77%,1180857
359,EFX,Equifax Inc.,Financial,Credit Services,USA,16730.23,,138.61,1.84%,459423
360,CMS,CMS Energy Corporation,Utilities,Electric Utilities,USA,16679.54,28.05,58.98,1.29%,984865
361,FRC,First Republic Bank,Financial,Money Center Banks,USA,16629.32,20.17,99.51,1.31%,377870
362,DHI,"D.R. Horton, Inc.",Industrial Goods,Residential Construction,USA,16585.13,10.85,44.35,0.52%,1312002
363,COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,USA,16561.84,37.93,335.26,0.74%,235304
364,MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductor - Broad Line,USA,16537.15,25.1,60.37,0.27%,643847
365,ATUS,"Altice USA, Inc.",Technology,Telecom Services - Domestic,USA,16534.95,142.41,24.78,0.41%,2795173
366,CDW,CDW Corporation,Technology,Information Technology Services,USA,16489.41,25.93,113.54,0.72%,612539
367,ARE,"Alexandria Real Estate Equities, Inc.",Financial,REIT - Office,USA,16433.12,44.36,145.8,1.06%,380640
368,CFG,"Citizens Financial Group, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,16359.92,9.86,35.51,1.40%,1999016
369,PFG,"Principal Financial Group, Inc.",Financial,Life Insurance,USA,16345.76,10.62,58.65,1.52%,525040
370,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,16335.94,9.1,11.31,-1.22%,9252693
371,IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,USA,16335.5,38.41,146.03,2.28%,651274
372,DISCA,"Discovery, Inc.",Services,CATV Systems,USA,16191.6,25.18,30.9,0.06%,1680838
373,LBRDK,Liberty Broadband Corporation,Services,Broadcasting - TV,USA,16185.63,279.05,106.04,0.61%,144620
374,SYMC,Symantec Corporation,Technology,Security Software & Services,USA,15938.5,,25.1,13.57%,40299656
375,HCP,"HCP, Inc.",Financial,REIT - Healthcare Facilities,USA,15742.39,14.78,32.95,1.20%,1121696
376,SWP,"Stanley Black & Decker, Inc. CORP UNIT 2017",Industrial Goods,Machine Tools & Accessories,USA,15705.84,15.65,102.55,0.13%,1576
377,HEI,HEICO Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,15674.07,63.23,136.32,0.10%,274573
378,AGR,"Avangrid, Inc.",Utilities,Gas Utilities,USA,15659.89,25.72,50.9,0.06%,594894
379,WPP,WPP plc,Services,Advertising Agencies,USA,15649.74,11.84,62.81,0.62%,109586
380,LEN,Lennar Corporation,Industrial Goods,Residential Construction,USA,15517.1,8.95,49.22,1.38%,1610101
381,MGM,MGM Resorts International,Services,Resorts & Casinos,USA,15449.22,62.26,28.89,0.03%,2692529
382,BR,"Broadridge Financial Solutions, Inc.",Technology,Information & Delivery Services,USA,15435.68,31.24,131.85,0.58%,375008
383,CLR,"Continental Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,15429.63,16.23,40.79,-0.71%,819459
384,INVH,Invitation Homes Inc.,Financial,Real Estate Development,USA,15415.29,443.39,27.49,0.88%,1716455
385,GPC,Genuine Parts Company,Services,"Specialty Retail, Other",USA,15393.87,19.67,106.15,1.43%,456780
386,RF,Regions Financial Corporation,Financial,Regional - Southeast Banks,USA,15356.33,11.16,15.07,1.41%,4881124
387,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,15348.46,85.18,333.3,0.39%,140447
388,NTAP,"NetApp, Inc.",Technology,Data Storage Devices,USA,15310.05,13.75,62.49,0.90%,935736
389,WAT,Waters Corporation,Healthcare,Medical Instruments & Supplies,USA,15273.75,29.23,221.68,2.06%,388927
390,MKL,Markel Corporation,Financial,Property & Casualty Insurance,USA,15082.33,29.66,1108.18,0.12%,17252
391,BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,USA,15001.5,,84.15,0.12%,487903
392,XYL,Xylem Inc.,Industrial Goods,Diversified Machinery,USA,14974.4,27.1,83.33,0.19%,420673
393,DXC,DXC Technology Company,Technology,Information Technology Services,USA,14969.38,13.29,55.7,-0.48%,1631291
394,EVRG,"Evergy, Inc.",Utilities,Electric Utilities,USA,14957.73,26.18,61.36,1.17%,1227788
395,DRI,"Darden Restaurants, Inc.",Services,Restaurants,USA,14943.55,21.2,121.71,0.73%,605909
396,IT,"Gartner, Inc.",Technology,Information Technology Services,USA,14936.08,97.87,167.84,1.68%,281821
397,PINS,"Pinterest, Inc.",Conglomerates,Conglomerates,USA,14909.07,,27.47,2.08%,2329595
398,EXAS,Exact Sciences Corporation,Healthcare,Medical Laboratories & Research,USA,14847.55,,117.95,0.46%,807952
399,LYV,"Live Nation Entertainment, Inc.",Services,Entertainment - Diversified,USA,14837.72,,69.4,1.77%,610223
400,AAL,American Airlines Group Inc.,Services,Major Airlines,USA,14787.84,10.71,32.72,1.65%,2747692
401,GWW,"W.W. Grainger, Inc.",Services,Industrial Equipment Wholesale,USA,14785.59,19.05,268.78,1.37%,217628
402,MMP,"Magellan Midstream Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,14783.13,11.11,64.68,0.87%,285349
403,DOV,Dover Corporation,Industrial Goods,Diversified Machinery,USA,14776.5,26.52,103.39,1.17%,643529
404,CNP,"CenterPoint Energy, Inc.",Utilities,Gas Utilities,USA,14773.86,46.42,29.43,1.48%,2772478
405,KMX,"CarMax, Inc.",Services,Auto Dealerships,USA,14708.51,17.62,88.9,1.38%,1112902
406,SE,Sea Limited,Technology,Multimedia & Graphics Software,USA,14679.3,,35.69,1.57%,1917104
407,IEP,Icahn Enterprises L.P.,Conglomerates,Conglomerates,USA,14645.89,,74.53,2.45%,68176
408,DATA,"Tableau Software, Inc.",Technology,Application Software,USA,14593.14,,171.02,1.20%,1171737
409,HBAN,Huntington Bancshares Incorporated,Financial,Regional - Midwest Banks,USA,14479.94,11.22,13.83,1.54%,4493252
410,OKTA,"Okta, Inc.",Technology,Technical & System Software,USA,14462.33,,127.5,1.21%,1516995
411,MLM,"Martin Marietta Materials, Inc.",Industrial Goods,General Building Materials,USA,14458.16,29.04,231.02,1.90%,290031
412,CFXA,Colfax Corporation,Industrial Goods,Diversified Machinery,USA,14410.79,237.37,122.96,0.41%,4306
413,WYNN,"Wynn Resorts, Limited",Services,Resorts & Casinos,USA,14355.69,29.38,133.38,0.31%,1154320
414,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Business Software & Services,USA,14354.64,117.22,57.67,0.07%,2253837
415,CAH,"Cardinal Health, Inc.",Services,Drugs Wholesale,USA,14304,315.79,48,1.76%,1949758
416,WCG,"WellCare Health Plans, Inc.",Healthcare,Health Care Plans,USA,14222.53,27.64,281.69,-0.31%,228647
417,WES,"Western Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,14130.93,20.61,31.43,2.54%,208263
418,WPC,W. P. Carey Inc.,Financial,REIT - Diversified,USA,14123.18,25.04,82.64,1.82%,371074
419,WDC,Western Digital Corporation,Technology,Data Storage Devices,USA,13998.48,113.87,47.94,-0.81%,4005187
420,TRU,TransUnion,Services,Business Services,USA,13946.48,53.2,74.74,1.19%,334581
421,DGX,Quest Diagnostics Incorporated,Healthcare,Medical Laboratories & Research,USA,13931.98,20.37,103.97,0.72%,412159
422,KKR,KKR & Co. Inc.,Financial,Asset Management,USA,13930.12,8.81,25.99,0.54%,2097508
423,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductor - Integrated Circuits,USA,13877.07,13.7,80.69,-0.19%,1013963
424,MAA,"Mid-America Apartment Communities, Inc.",Financial,REIT - Residential,USA,13825.67,59.19,121.57,0.85%,249247
425,SJM,The J. M. Smucker Company,Consumer Goods,Processed & Packaged Goods,USA,13819.24,26.44,119.73,1.83%,714320
426,EXR,Extra Space Storage Inc.,Financial,REIT - Industrial,USA,13765.4,34.94,108.5,1.11%,519799
427,CAG,"Conagra Brands, Inc.",Consumer Goods,Processed & Packaged Goods,USA,13740.01,19.49,28.26,5.96%,5551969
428,HST,"Host Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel,USA,13671.48,13.41,18.46,1.21%,2427030
429,PAYC,"Paycom Software, Inc.",Technology,Application Software,USA,13661.13,96.18,235.74,1.21%,419088
430,CE,Celanese Corporation,Basic Materials,Chemicals - Major Diversified,USA,13625.31,12.09,106.83,-0.59%,428513
431,XRAY,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies,USA,13474.84,,58.32,0.22%,641912
432,FTNT,"Fortinet, Inc.",Technology,Application Software,USA,13448.53,36.18,78.84,0.93%,1089114
433,LNC,Lincoln National Corporation,Financial,Life Insurance,USA,13423.96,9.35,65.71,1.34%,609295
434,HAS,"Hasbro, Inc.",Consumer Goods,Toys & Games,USA,13420.03,38.48,106.39,1.62%,788138
435,TSCO,Tractor Supply Company,Services,"Specialty Retail, Other",USA,13333.21,25.11,110,-0.47%,970873
436,TTWO,"Take-Two Interactive Software, Inc.",Technology,Multimedia & Graphics Software,USA,13271.07,41.34,118.07,0.99%,1087343
437,W,Wayfair Inc.,Services,Catalog & Mail Order Houses,USA,13248.61,,142.95,-0.39%,800198
438,NLY,"Annaly Capital Management, Inc.",Financial,REIT - Diversified,USA,13236.86,,9.12,0.77%,6609385
439,AKAM,"Akamai Technologies, Inc.",Technology,Internet Information Providers,USA,13217.75,38.14,81.28,1.02%,728500
440,CNA,CNA Financial Corporation,Financial,Property & Casualty Insurance,USA,13148.16,15.28,48.41,2.13%,248401
441,CTXS,"Citrix Systems, Inc.",Technology,Business Software & Services,USA,13068.36,27.99,99.69,0.40%,1043368
442,IEX,IDEX Corporation,Industrial Goods,Diversified Machinery,USA,13056.75,32.04,173.07,0.36%,104236
443,EXPD,"Expeditors International of Washington, Inc.",Services,Air Delivery & Freight Services,USA,12967.1,20.86,75.47,1.36%,606743
444,UDR,"UDR, Inc.",Financial,REIT - Residential,USA,12945.86,59.16,46.26,1.34%,817450
445,STE,STERIS plc,Healthcare,Medical Instruments & Supplies,USA,12939.92,43.02,153.05,1.38%,534932
446,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,12909.82,,47.95,-0.62%,1415089
447,ELAN,Elanco Animal Health Incorporated,Healthcare,Drugs - Generic,USA,12881.13,457.24,34.75,2.24%,1800238
448,ALLY,Ally Financial Inc.,Financial,Mortgage Investment,USA,12717.94,9.67,31.47,0.80%,2809771
449,DXCM,"DexCom, Inc.",Healthcare,Medical Laboratories & Research,USA,12703.13,,143.36,-1.59%,887854
450,CTL,"CenturyLink, Inc.",Technology,Telecom Services - Domestic,USA,12680.48,,11.75,0.95%,15235934
451,GDDY,GoDaddy Inc.,Technology,Internet Software & Services,USA,12651.81,150.88,71.82,1.46%,960140
452,VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,12637.17,33.89,138.87,-0.66%,564020
453,MKTX,MarketAxess Holdings Inc.,Financial,Investment Brokerage - National,USA,12558.35,72.36,338.5,2.30%,271500
454,VIAB,Viacom Inc.,Services,Entertainment - Diversified,USA,12553.12,7.9,31.16,1.80%,1866248
455,KSU,Kansas City Southern,Services,Railroads,USA,12511.24,22.45,124.49,0.63%,378677
456,ATO,Atmos Energy Corporation,Utilities,Gas Utilities,USA,12468.44,25.46,107.32,0.73%,379864
457,AGNCN,AGNC Investment Corp.,Financial,REIT - Residential,USA,12457.08,,26.07,-0.08%,8136
458,CPB,Campbell Soup Company,Consumer Goods,Processed & Packaged Goods,USA,12448.5,19.72,41.67,2.53%,1625443
459,CRWD,"CrowdStrike Holdings, Inc.",Technology,Security Software & Services,USA,12423.26,,67.24,4.22%,1564108
460,TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified,USA,12420.63,10.92,52.89,0.04%,619426
461,VNO,Vornado Realty Trust,Financial,REIT - Diversified,USA,12416.18,21.46,65.5,0.54%,361595
462,ROL,"Rollins, Inc.",Services,Business Services,USA,12395.46,53.09,37.06,1.04%,702854
463,PCG,PG&E Corporation,Utilities,Electric Utilities,USA,12370.39,,22.37,-0.13%,3217291
464,AGNCB,AGNC Investment Corp.,Financial,REIT - Residential,USA,12205.65,,25.54,0.21%,12273
465,TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,USA,12194.2,12.44,56.86,1.30%,789156
466,WRB,W. R. Berkley Corporation,Financial,Property & Casualty Insurance,USA,12170.14,20.48,67.35,1.04%,277475
467,AGNCM,AGNC Investment Corp.,Financial,REIT - Residential,USA,12113.04,,25.35,0.56%,110965
468,MGP,MGM Growth Properties LLC,Financial,REIT - Hotel/Motel,USA,12065.73,32.7,31.26,1.56%,437137
469,NVR,"NVR, Inc.",Industrial Goods,Residential Construction,USA,12057.43,16.68,3396.46,0.00%,9240
470,ERIE,Erie Indemnity Company,Financial,Insurance Brokers,USA,11972.07,51.74,263.76,1.84%,137177
471,SUI,"Sun Communities, Inc.",Financial,REIT - Residential,USA,11958.51,101.32,133.54,1.34%,432034
472,ODFL,"Old Dominion Freight Line, Inc.",Services,Trucking,USA,11941.47,19.41,149.53,0.65%,193440
473,LNT,Alliant Energy Corporation,Utilities,Electric Utilities,USA,11876.1,23.09,50.18,0.99%,749917
474,DRE,Duke Realty Corporation,Financial,REIT - Industrial,USA,11715.11,33.46,32.62,1.12%,1027174
475,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,USA,11671.13,18.47,81.4,1.57%,428227
476,ZBRA,Zebra Technologies Corporation,Industrial Goods,Diversified Machinery,USA,11637.85,27.78,217.53,2.80%,316822
477,UHS,"Universal Health Services, Inc.",Healthcare,Hospitals,USA,11613.26,15.54,131.09,0.84%,341356
478,MAS,Masco Corporation,Industrial Goods,General Building Materials,USA,11608.73,17.35,39.79,0.25%,2206589
479,RJF,"Raymond James Financial, Inc.",Financial,Investment Brokerage - Regional,USA,11597.09,12.53,84.41,-0.18%,542043
480,CHRW,"C.H. Robinson Worldwide, Inc.",Services,Air Delivery & Freight Services,USA,11588.4,17.31,85.04,1.69%,500541
481,ABMD,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,11582.15,46.57,261.33,-0.06%,186442
482,REG,Regency Centers Corporation,Financial,REIT - Retail,USA,11554.57,40.57,68.81,1.56%,313718
483,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,USA,11553.91,37.84,45.94,0.20%,655533
484,DPZ,"Domino's Pizza, Inc.",Services,Restaurants,USA,11533.41,32.81,280.96,2.61%,336046
485,AAP,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,11531.15,26.2,160.63,0.53%,588405
486,JEC,Jacobs Engineering Group Inc.,Services,Technical Services,USA,11530.59,24.97,84.79,0.49%,500169
